split,train_frac,n_train_rows,objective,n_products,mean_regret,median_regret,std_regret,mean_relative_performance,price_match_rate,mean_candidate_prices,selected_exposure_n
7,0.01,29,cvar_0.25,15,0.9881299807504405,0.4019815698569662,1.4605893236758396,0.8863964883332138,0.2666666666666666,9.933333333333334,100
7,0.01,29,expected_revenue,15,4.906838099934949,3.3302311725214473,7.025574851141507,0.8917051420691463,0.3333333333333333,9.933333333333334,100
7,0.025,72,cvar_0.25,15,0.6255033726987292,0.06323466496681,1.2671534366730006,0.9375602243796444,0.4,9.933333333333334,250
7,0.025,72,expected_revenue,15,1.1009478291173402,0.0,1.9721599551018612,0.9769913754644898,0.5333333333333333,9.933333333333334,250
7,0.05,143,cvar_0.25,15,0.6920114806044706,0.322896749099451,1.245593302451019,0.9304070072734744,0.2666666666666666,9.933333333333334,100
7,0.05,143,expected_revenue,15,1.1982376641288397,0.0,2.7975541214998443,0.9760262431274852,0.6666666666666666,9.933333333333334,100
7,0.1,285,cvar_0.25,15,0.2163143450224969,0.0845457373274474,0.3204388973494775,0.975455013687926,0.3333333333333333,9.933333333333334,250
7,0.1,285,expected_revenue,15,0.5845419900865433,0.15078226096022,0.8508866053877848,0.9873423522589252,0.4666666666666667,9.933333333333334,250
7,0.2,570,cvar_0.25,15,0.1314776662553664,0.0277992756909437,0.1704338509053268,0.984048722186296,0.4666666666666667,9.933333333333334,100
7,0.2,570,expected_revenue,15,0.2906410473866714,0.0,0.4348481228694298,0.9930450715642122,0.6,9.933333333333334,100
7,0.3,855,cvar_0.25,15,0.1388293551698192,0.0788788271475269,0.1661086252187431,0.9833748581399944,0.4,9.933333333333334,100
7,0.3,855,expected_revenue,15,0.3044507116348758,0.0,0.4768710623073184,0.9925562305690508,0.6,9.933333333333334,100
7,0.4,1140,cvar_0.25,15,0.1582457859817253,0.0277992756909437,0.2333734940526346,0.9806008453050584,0.4666666666666667,9.933333333333334,100
7,0.4,1140,expected_revenue,15,0.240647258700604,0.0,0.4527686964893,0.9946950611400937,0.7333333333333333,9.933333333333334,100
7,0.5,1425,cvar_0.25,15,0.0973236177094468,0.0,0.1501836867325678,0.9894821686334636,0.5333333333333333,9.933333333333334,100
7,0.5,1425,expected_revenue,15,0.1693015247491464,0.0,0.3040949351761525,0.996158697524566,0.7333333333333333,9.933333333333334,100
7,0.6,1710,cvar_0.25,15,0.0973236177094468,0.0,0.1501836867325678,0.9894821686334636,0.5333333333333333,9.933333333333334,250
7,0.6,1710,expected_revenue,15,0.0634733612089486,0.0,0.1695910565660345,0.9987028848364532,0.8666666666666667,9.933333333333334,250
7,0.7,1995,cvar_0.25,15,0.0899710408363747,0.0,0.1517532422384878,0.9903063916451844,0.6,9.933333333333334,250
7,0.7,1995,expected_revenue,15,0.0154871982361574,0.0,0.0599816608480507,0.9996822847621498,0.9333333333333332,9.933333333333334,250
7,0.8,2280,cvar_0.25,15,0.0475121649572981,0.0,0.1036549465307683,0.994998955815776,0.6,9.933333333333334,100
